timestamp,Rotor,_id,KH-Zähl2,GetrT,Spann,Azimut,Spann.2,Prod. 2,Leistung,Abgabe,BtrStd 1,Bezug,KH-Ana-3,Gen1-,Strom-.2,KH-Zähl1,KH-Ana-2,KH-DigiE,Außen,Strom-,Wind,Lager,KH-DigiI,Prod. 1,Spann.1,CosPh,Status,KH-Ana-1,BtrStd 2,Strom-.1,KH-Ana-4
2016-01-08T11:00:00.000Z,16,6882314aa85e68182405bc27,0,61.9,405,232.8,403.3,1723830,2035.5,1177,49034,21,0,83.9,1779.2,0,0,0,7.9,1794.8,17.1,75,0,33335840,405,0.932,111,0,45230,1816.6,0
2016-01-08T11:10:00.000Z,16,6882314aa85e68182405bc28,0,62,405.7,231.2,403.7,1723830,1996.4,1177,49035,21,0,84,1770.6,0,0,0,7.5,1787.1,15.9,75,0,33336228,405.7,0.919,111,0,45230,1808.9,0
2016-01-08T11:40:00.000Z,16,6882314aa85e68182405bc2b,0,62,406,230,404,1723830,2003.3,1177,49035,21,0,84,1812,0,0,0,7,1827,16.3,75,0,33336328,406,0.941,111,0,45230,1849,0
2016-01-08T11:50:00.000Z,16,6882314aa85e68182405bc2c,0,62,406,230,404,1723830,2003.3,1177,49035,21,0,84,1812,0,0,0,7,1827,16.3,75,0,33336328,406,0.941,111,0,45230,1849,0
2016-01-08T12:00:00.000Z,16,6882314aa85e68182405bc2d,0,62,406,230,404,1723830,2003.3,1177,49035,21,0,84,1812,0,0,0,7,1827,16.3,75,0,33336328,406,0.941,111,0,45230,1849,0
2016-01-08T12:10:00.000Z,16,6882314aa85e68182405bc2e,0,62,406,230,404,1723830,2003.3,1177,49035,21,0,84,1812,0,0,0,7,1827,16.3,75,0,33336328,406,0.941,111,0,45230,1849,0
2016-01-08T12:20:00.000Z,16,6882314aa85e68182405bc2f,0,62,407.2,234.9,405.1,1723830,2002.7,1177,49036,21,0,83.8,1769.4,0,0,0,7.5,1784.7,15.3,75,0,33338543,407.2,0.935,111,0,45230,1806.7,0
2016-01-08T12:30:00.000Z,16,6882314aa85e68182405bc30,0,62,408.4,237.7,406.4,1723830,1936.6,1177,49036,21,0,81.8,1646.5,0,0,0,8,1660.9,13.6,75.1,0,33338891,408.4,0.951,111,0,45230,1682.9,0
2016-01-08T12:40:00.000Z,16,6882314aa85e68182405bc31,0,62,407.8,242.5,406.3,1723830,1843.4,1177,49036,21,0,80.7,1554.2,0,0,0,8,1566.7,12.7,75.1,0,33339182,407.8,0.962,111,0,45230,1588.3,0
2016-01-08T12:50:00.000Z,16,6882314aa85e68182405bc32,0,62,407.2,242.1,405.7,1723830,1914.3,1177,49036,21,0,80.4,1655.1,0,0,0,8,1668.6,13.8,75.2,0,33339535,407.1,0.939,111,0,45230,1690.8,0
2016-01-08T13:00:00.000Z,16,6882314aa85e68182405bc33,0,62,407.5,243.7,406,1723830,1885.9,1177,49036,21,0,79.2,1623.3,0,0,0,8,1636.8,13.3,75,0,33339824,407.9,0.941,111,0,45230,1658.7,0
2016-01-08T13:10:00.000Z,16,6882314aa85e68182405bc34,0,62,407.4,241.5,405.7,1723830,1974.2,1177,49037,21,0,79,1702.9,0,0,0,8,1717.2,14.1,75,0,33340177,407.5,0.942,111,0,45230,1739.2,0
2016-01-08T13:20:00.000Z,16,6882314aa85e68182405bc35,0,62,408.2,241.1,406.2,1723830,1946.5,1177,49037,21,0,79.4,1689.3,0,0,0,8,1704.6,13.6,75,0,33340476,407.9,0.932,111,0,45230,1726.1,0
2016-01-08T13:30:00.000Z,16,6882314aa85e68182405bc36,0,62,409.8,240.1,407.8,1723830,1650.2,1177,49037,21,0,77.1,1391.9,0,0,0,8,1403.8,11.8,75,0,33340782,409.6,0.957,111,0,45230,1423.1,0
2016-01-08T13:40:00.000Z,16,6882314aa85e68182405bc37,0,61.3,405,241.4,403.1,1723830,1490.4,1177,49037,21,0,69.6,1287.9,0,0,0,8,1299.4,10.9,74.6,0,33341008,405.1,0.945,111,0,45230,1316.4,0
2016-01-08T13:50:00.000Z,16,6882314aa85e68182405bc38,0,61,402.3,243.4,400.2,1723830,1953.4,1177,49037,21,0,69.9,1708.9,0,0,0,8,1725.3,12.6,75,0,33341368,402.3,0.939,111,0,45230,1744.5,0
2016-01-08T14:00:00.000Z,16,6882314aa85e68182405bc39,0,61,404.1,244.1,402.8,1723830,1647.7,1177,49037,21,0,68,1417.8,0,0,0,8,1432.8,11.4,75,0,33341624,404.2,0.949,111,0,45230,1449.1,0
2016-01-08T14:10:00.000Z,16,6882314aa85e68182405bc3a,0,60.8,405.8,246.6,404.3,1723830,1423,1177,49038,21,0,64.2,1192.9,0,0,0,8,1206,10.9,74.3,0,33341839,405.8,0.97,111,0,45230,1221.1,0
2016-01-08T14:20:00.000Z,16,6882314aa85e68182405bc3b,0,60,405.5,248.6,403.6,1723830,1556.6,1177,49038,21,0,60.1,1301.5,0,0,0,8,1314.5,11.1,74,0,33342100,405.5,0.976,111,0,45230,1330.3,0
2016-01-08T14:30:00.000Z,16,6882314aa85e68182405bc3c,0,60,403.4,246.8,402.1,1723830,1602.5,1177,49038,21,0,61.1,1383.4,0,0,0,8,1398.4,11.2,74,0,33342400,403.5,0.95,111,0,45230,1413.4,0
2016-01-08T14:40:00.000Z,16,6882314aa85e68182405bc3d,0,60,405.2,246.9,403.9,1723830,1473.7,1177,49038,21,0,59.9,1248.2,0,0,0,8,1262.8,11,73.5,0,33342617,405.2,0.961,111,0,45230,1276.6,0
2016-01-08T14:50:00.000Z,16,6882314aa85e68182405bc3e,0,59.1,406.7,243.6,405,1723830,1232.5,1177,49038,21,0,54.8,1045.4,0,0,0,8,1059.2,9.7,73,0,33342841,406.4,0.959,111,0,45230,1071.7,0
2016-01-08T15:00:00.000Z,16,6882314aa85e68182405bc3f,0,58.8,406.7,243.7,405.5,1723830,1137.7,1177,49038,21,0,52.1,941.2,0,0,0,8,955,9.2,72.8,0,33343021,406.7,0.986,111,0,45230,966,0
2016-01-08T15:10:00.000Z,16,6882314aa85e68182405bc40,0,58,406.9,245.1,405.4,1723830,1305.7,1177,49039,21,0,50.1,1075,0,0,0,8,1088.1,10.3,72.1,0,33343250,406.9,0.981,111,0,45230,1099,0
2016-01-08T15:20:00.000Z,16,6882314aa85e68182405bc41,0,58,407.4,241.7,405.4,1723830,1051.7,1177,49039,21,0,47.6,869.3,0,0,0,8,881,8.9,72,0,33343419,407.3,0.98,111,0,45230,889.3,0
2016-01-08T15:30:00.000Z,16,6882314aa85e68182405bc42,0,57,407,242.8,405.8,1723830,959.4,1177,49039,21,0,43.3,804,0,0,0,8,816.1,8.4,71,0,33343579,407,0.966,111,0,45230,823.5,0
2016-01-08T15:40:00.000Z,16,6882314aa85e68182405bc43,0,56.1,405.6,234.6,405.1,1723830,693.7,1177,49039,21,0,39.2,574.8,0,0,0,8,585.8,7.5,69.9,0,33343772,406.2,0.974,111,0,45230,591.3,0
